date,fund,price
2026-03-09,Zwitserleven Amerika Aandelenfonds,98.42
2026-03-09,ASN Duurzaam Aandelenfonds,193.06
2026-03-09,PP Euro Aandelenfonds,62.61
2026-03-09,PP Optimaal Euro Mixfonds,40.61
2026-03-09,Zwitserleven Credits Fonds,11.45
2026-03-09,Zwitserleven MaatschappijGarantie plus,53.48
2026-03-09,Optimaal Staatsobligaties 10+ Fonds,21.74
2026-03-09,Zwitserleven Kortlopend Obligatiefonds,6.07
2026-03-09,Zwitserleven Index Aandelenfonds Europa,42.47
2026-03-09,Zwitserleven Credits Hypotheken Mixfonds,11.4
2026-03-09,Zwitserleven Government Bonds 10+ Fonds,8.18
2026-03-09,Zwitserleven Europees Aandelenfonds,36.86
2026-03-09,Zwitserleven Index Wereld Aandelenfonds,88.16
2026-03-09,Zwitserleven Index Aandelenfonds Noord-Amerika,48.97
2026-03-09,Euro Obligatiefonds,24.53
2026-03-09,PP Euro Mixfonds,41.47
2026-03-09,Zwitserleven Mixfonds,57.92
2026-03-09,Zwitserleven MaatschappijGarantie (3%),46.4
2026-03-09,Etappe Euro Aandelen­fonds,59.55
2026-03-09,Euro Aandelen­fonds,58.47
2026-03-09,Zwitserleven Obligatiefonds,17.46
2026-03-09,Zwitserleven Lifestyle Garantie,168.75
2026-03-09,Zwitserleven MaatschappijGarantie (2%),41.63
2026-03-09,Wereld Beheer Mixfonds,38.56
2026-03-09,Zwitserleven Duurzaam Wereld Aandelenfonds,36.44
2026-03-09,Zwitserleven Index Aandelenfonds Opkomende Landen,33.89
2026-03-09,Zwitserleven PPI iShares Government Bond index Fund,50.17
2026-03-09,Zwitserleven RZL Amerika Aandelenfonds,89.74
2026-03-09,Zwitserleven PW Europees Beheer Fonds 3%,182.91
2026-03-09,Zwitserleven PW Europees Beheer Fonds 4%,184.79
2026-03-09,Zwitserleven PW Garandement,15.82
2026-03-09,Zwitserleven PW Garantiefonds,13.19
2026-03-09,Zwitserleven PW Vastrentendfonds,19.43
2026-03-09,Zwitserleven PW Doorlopend Garantiefonds,13.35
2026-03-09,Zwitserleven RZL Wereld Aandelenfonds,60.59
2026-03-09,Zwitserleven VP Credits Hypothekenmix,10.01
2026-03-09,Zwitserleven RZL Europa Aandelenfonds,55.82
2026-03-09,Zwitserleven PW Wereldbeheerfonds 4%,138.84
2026-03-09,Zwitserleven Selectie Fonds,40.57
2026-03-09,Etappe Staatsobligaties 10+ Fonds,21.57
2026-03-09,Zwitserleven VP Selectie,10.36
2026-03-09,Zwitserleven PW Verzekerd Rendementfonds,14.8
2026-03-09,Zwitserleven RZL Azië Aandelenfonds,48.81
2026-03-09,Zwitser­leven Geldmarkt­fonds,25.23
2026-03-09,Zwitserleven PW Vastrentendfonds Nederland 4%,19.89
2026-03-09,Zwitserleven VP Wereld Aandelen,13.34
2026-03-09,Zwitserleven RZL Vastgoedfonds,46.53
2026-03-09,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.99
2026-03-09,Zwitserleven PW Wereldbeheerfonds 3%,137.61
2026-03-09,Zwitserleven VP Obligatie,8.83
2026-03-09,Zwitserleven PW Garantie Plusfonds,17.96
2026-03-09,Zwitserleven RZL Euro Mixfonds,43.62
2026-03-09,Zwitserleven PW Vastrentendfonds Nederland 3%,19.89
2026-03-09,Zwitserleven Ultra Long Duration Fonds,23.64
2026-03-09,Zwitserleven RendementsGarantie 2%,26.27
2026-03-09,Zwitser­leven PPI Geldmarkt­fonds,50.46
2026-03-09,Zwitserleven RendementsGarantie 1%,23.13
2026-03-09,Zwitserleven PW Collectief Garantiefonds,19.89
2026-03-09,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.4
2026-03-09,Zwitserleven Wereld Aandelenfonds,85.53
2026-03-09,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,49.7
2026-03-09,Zwitserleven Vastgoedfonds,25.35
2026-03-09,Zwitserleven Vanguard Small Cap Fund,26.98
2026-03-09,Zwitserleven RZL Euro Obligatiefonds,26.53
2026-03-09,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.86
2026-03-09,Zwitserleven PPI Vanguard Small Cap Fund,54.1
2026-03-10,PP Optimaal Euro Mixfonds,40.44
2026-03-10,ASN Milieu & Waterfonds,50.66
2026-03-10,Zwitserleven Obligatiefonds,17.44
2026-03-10,Zwitserleven Vastgoedfonds,25.36
2026-03-10,PP Wereld Aandelenfonds,75.13
2026-03-10,Zwitserleven Kortlopend Obligatiefonds,6.07
2026-03-10,Etappe Euro Aandelen­fonds,59.12
2026-03-10,ASN Duurzaam Obligatiefonds,25.44
2026-03-10,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.95
2026-03-10,PP Euro Obligatiefonds,25.57
2026-03-10,Euro Obligatiefonds,24.49
2026-03-10,Euro Aandelen­fonds,58.04
2026-03-10,Optimaal Vastgoedfonds,34.84
2026-03-10,Optimaalfonds Oranje,37.27
2026-03-10,PP Euro Aandelenfonds,62.15
2026-03-10,Zwitserleven Wereld Aandelenfonds,85.36
2026-03-10,ASN Duurzaam Aandelenfonds,191.76
2026-03-10,PP Euro Mixfonds,41.29
2026-03-10,Zwitserleven Index Aandelenfonds Opkomende Landen,32.85
2026-03-10,Etappe Staatsobligaties 10+ Fonds,21.57
2026-03-10,Optimaal Staatsobligaties 10+ Fonds,21.74
2026-03-10,Zwitserleven Mixfonds,57.66
2026-03-10,Zwitserleven Credits Fonds,11.42
2026-03-10,Zwitserleven Credits Hypotheken Mixfonds,11.38
2026-03-10,Zwitserleven Duurzaam Wereld Aandelenfonds,36.45
2026-03-10,Zwitserleven RZL Vastgoedfonds,46.07
2026-03-10,Optimaal Wereld Aandelenfonds,71.28
2026-03-10,Zwitserleven Europees Aandelenfonds,36.6
2026-03-10,Zwitserleven Vanguard Small Cap Fund,26.82
2026-03-10,Zwitserleven Amerika Aandelenfonds,99.3
2026-03-10,Zwitserleven Lifestyle Garantie,168.79
2026-03-10,Euro Mixfonds,38.32
2026-03-10,Zwitserleven MaatschappijGarantie plus,53.5
2026-03-10,Zwitserleven Index Aandelenfonds Pacific,38.13
2026-03-10,Zwitserleven Long Duration Fonds,26.85
2026-03-10,Zwitserleven MaatschappijGarantie (2%),41.64
2026-03-10,Zwitserleven MaatschappijGarantie (3%),46.41
2026-03-10,Wereld Beheer Mixfonds,38.41
2026-03-10,Zwitserleven VP Credits Hypothekenmix,9.99
2026-03-10,Zwitserleven PPI iShares Government Bond index Fund,49.99
2026-03-10,Zwitserleven Index Wereld Aandelenfonds,87.38
2026-03-10,Zwitserleven RZL Euro Obligatiefonds,26.49
2026-03-10,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.98
2026-03-10,Zwitserleven PW Wereldbeheerfonds 3%,137.06
2026-03-10,Zwitserleven RZL Euro Mixfonds,43.43
2026-03-10,Zwitserleven PW Collectief Garantiefonds,19.84
2026-03-10,Zwitserleven PW Doorlopend Garantiefonds,13.33
2026-03-10,Zwitserleven PW Garantie Plusfonds,17.91
2026-03-10,Zwitserleven PW Europees Beheer Fonds 3%,182.11
2026-03-10,Zwitserleven PW Europees Beheer Fonds 4%,183.98
2026-03-10,Zwitserleven PW Vastrentendfonds Nederland 4%,19.87
2026-03-10,Zwitserleven RendementsGarantie 1%,23.13
2026-03-10,Zwitserleven RZL Azië Aandelenfonds,47.01
2026-03-10,Zwitserleven PW Vastrentendfonds Nederland 3%,19.87
2026-03-10,Etappe Euro Obligatie­fonds,25.7
2026-03-10,Zwitserleven Ultra Long Duration Fonds,23.6
2026-03-10,Zwitser­leven Vanguard US 500 Stock Index Fund,25.06
2026-03-10,Zwitserleven PW Wereldbeheerfonds 4%,138.29
2026-03-10,Zwitserleven PW Garantiefonds,13.16
2026-03-10,Zwitserleven PW Garandement,15.79
2026-03-10,Zwitserleven PW Verzekerd Rendementfonds,14.75
2026-03-10,Zwitserleven RZL Europa Aandelenfonds,55.41
2026-03-10,Zwitserleven Index Aandelenfonds Europa,42.19
2026-03-10,Zwitserleven PW Safetyfonds,109.52
2026-03-10,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.45
2026-03-10,Zwitserleven Government Bonds 10+ Fonds,8.18
2026-03-10,Zwitserleven RendementsGarantie 2%,26.27
2026-03-10,Zwitserleven VP Wereld Aandelen,13.31
2026-03-10,Zwitserleven VP Obligatie,8.82
2026-03-10,Zwitserleven RZL Wereld Aandelenfonds,60.19
2026-03-10,Zwitserleven Selectie Fonds,40.49
2026-03-10,Zwitserleven Medium Duration Fonds,28.08
2026-03-10,Zwitserleven RZL Amerika Aandelenfonds,90.55
2026-03-10,Optimaal Euro Obligatiefonds,24.69
2026-03-10,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,50.13
2026-03-10,Zwitserleven PPI Vanguard Small Cap Fund,53.79
2026-03-10,Zwitserleven Index Aandelenfonds Noord-Amerika,49.34
2026-03-10,Zwitser­leven Geldmarkt­fonds,25.24
2026-03-10,Zwitser­leven PPI Geldmarkt­fonds,50.46
2026-03-10,Zwitserleven VP Selectie,10.3
2026-03-10,Zwitserleven PW Vastrentendfonds,19.4
2026-03-11,PP Euro Mixfonds,41.8
2026-03-11,PP Optimaal Euro Mixfonds,40.93
2026-03-11,Optimaalfonds Oranje,37.53
2026-03-11,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.46
2026-03-11,Zwitserleven PPI Vanguard Small Cap Fund,53.85
2026-03-11,PP Wereld Aandelenfonds,75.99
2026-03-11,Euro Aandelen­fonds,59.25
2026-03-11,ASN Duurzaam Aandelenfonds,193.72
2026-03-11,Optimaal Vastgoedfonds,34.95
2026-03-11,PP Euro Aandelenfonds,63.45
2026-03-11,Optimaal Euro Obligatiefonds,24.78
2026-03-11,Optimaal Staatsobligaties 10+ Fonds,21.84
2026-03-11,Optimaal Wereld Aandelenfonds,72.1
2026-03-11,Zwitser­leven Geldmarkt­fonds,25.24
2026-03-11,ASN Duurzaam Obligatiefonds,25.53
2026-03-11,Zwitserleven Obligatiefonds,17.51
2026-03-11,Etappe Euro Aandelen­fonds,60.34
2026-03-11,Etappe Euro Obligatie­fonds,25.8
2026-03-11,PP Euro Obligatiefonds,25.67
2026-03-11,Zwitserleven Long Duration Fonds,26.79
2026-03-11,Zwitserleven RendementsGarantie 2%,26.28
2026-03-11,Zwitserleven VP Wereld Aandelen,13.36
2026-03-11,Zwitserleven Medium Duration Fonds,28.17
2026-03-11,ASN Milieu & Waterfonds,51.05
2026-03-11,Zwitserleven Duurzaam Wereld Aandelenfonds,36.72
2026-03-11,Zwitserleven Government Bonds 10+ Fonds,8.22
2026-03-11,Zwitserleven Index Aandelenfonds Europa,42.95
2026-03-11,Zwitserleven VP Selectie,10.32
2026-03-11,Zwitserleven Credits Hypotheken Mixfonds,11.42
2026-03-11,Zwitserleven Index Aandelenfonds Noord-Amerika,49.0
2026-03-11,Zwitserleven Mixfonds,58.37
2026-03-11,Zwitserleven RZL Europa Aandelenfonds,56.56
2026-03-11,Zwitserleven Credits Fonds,11.46
2026-03-11,Euro Mixfonds,38.79
2026-03-11,Wereld Beheer Mixfonds,38.67
2026-03-11,Zwitserleven Lifestyle Garantie,168.8
2026-03-11,Zwitserleven MaatschappijGarantie plus,53.51
2026-03-11,Zwitserleven MaatschappijGarantie (3%),46.42
2026-03-11,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.97
2026-03-11,Zwitserleven PW Collectief Garantiefonds,19.98
2026-03-11,Euro Obligatiefonds,24.58
2026-03-11,Zwitserleven Index Aandelenfonds Opkomende Landen,33.85
2026-03-11,Zwitserleven PW Verzekerd Rendementfonds,14.88
2026-03-11,Zwitserleven Selectie Fonds,40.54
2026-03-11,Zwitserleven PW Wereldbeheerfonds 4%,139.24
2026-03-11,Zwitserleven PW Doorlopend Garantiefonds,13.38
2026-03-11,Zwitserleven PW Europees Beheer Fonds 3%,184.33
2026-03-11,Zwitserleven PW Garandement,15.85
2026-03-11,Zwitserleven PW Garantiefonds,13.25
2026-03-11,Zwitserleven PW Garantie Plusfonds,18.05
2026-03-11,Zwitserleven PW Europees Beheer Fonds 4%,186.23
2026-03-11,Zwitserleven PW Vastrentendfonds,19.47
2026-03-11,Zwitserleven RZL Euro Obligatiefonds,26.59
2026-03-11,Zwitser­leven Vanguard US 500 Stock Index Fund,25.0
2026-03-11,Zwitserleven PPI iShares Government Bond index Fund,50.0
2026-03-11,Zwitserleven RZL Amerika Aandelenfonds,89.93
2026-03-11,Zwitserleven Amerika Aandelenfonds,98.63
2026-03-11,Zwitserleven RZL Euro Kortlopend Obligatiefonds,20.01
2026-03-11,Etappe Staatsobligaties 10+ Fonds,21.67
2026-03-11,Zwitserleven PW Safetyfonds,110.56
2026-03-11,Zwitserleven PW Vastrentendfonds Nederland 4%,19.94
2026-03-11,Zwitserleven PW Wereldbeheerfonds 3%,138.0
2026-03-11,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,50.01
2026-03-11,Zwitserleven Index Wereld Aandelenfonds,88.36
2026-03-11,Zwitserleven Europees Aandelenfonds,37.36
2026-03-11,Zwitserleven RZL Vastgoedfonds,46.21
2026-03-11,Zwitserleven RendementsGarantie 1%,23.14
2026-03-11,Zwitserleven Ultra Long Duration Fonds,23.15
2026-03-11,Zwitserleven RZL Wereld Aandelenfonds,60.88
2026-03-11,Zwitserleven Kortlopend Obligatiefonds,6.08
2026-03-11,Zwitserleven RZL Azië Aandelenfonds,48.06
2026-03-11,Zwitserleven VP Obligatie,8.85
2026-03-11,Zwitserleven Vastgoedfonds,25.38
2026-03-11,Zwitserleven Wereld Aandelenfonds,85.69
2026-03-11,Zwitserleven Index Aandelenfonds Pacific,38.46
2026-03-11,Zwitser­leven PPI Geldmarkt­fonds,50.46
2026-03-11,Zwitserleven Vanguard Small Cap Fund,26.85
2026-03-11,Zwitserleven VP Credits Hypothekenmix,10.02
2026-03-11,Zwitserleven PW Vastrentendfonds Nederland 3%,19.94
2026-03-11,Zwitserleven RZL Euro Mixfonds,43.96
2026-03-11,Zwitserleven MaatschappijGarantie (2%),41.64
2026-03-12,Etappe Euro Aandelen­fonds,60.07
2026-03-12,PP Wereld Aandelenfonds,76.15
2026-03-12,Zwitserleven Credits Hypotheken Mixfonds,11.37
2026-03-12,Zwitserleven Index Aandelenfonds Opkomende Landen,34.33
2026-03-12,Etappe Euro Obligatie­fonds,25.67
2026-03-12,Etappe Staatsobligaties 10+ Fonds,21.47
2026-03-12,Zwitserleven Duurzaam Wereld Aandelenfonds,36.93
2026-03-12,Zwitserleven Europees Aandelenfonds,37.19
2026-03-12,Zwitserleven Obligatiefonds,17.42
2026-03-12,ASN Milieu & Waterfonds,51.26
2026-03-12,Zwitserleven Index Aandelenfonds Europa,42.72
2026-03-12,Optimaal Vastgoedfonds,34.8
2026-03-12,Optimaal Wereld Aandelenfonds,72.25
2026-03-12,Optimaalfonds Oranje,37.45
2026-03-12,PP Euro Aandelenfonds,63.16
2026-03-12,PP Optimaal Euro Mixfonds,40.74
2026-03-12,Optimaal Euro Obligatiefonds,24.66
2026-03-12,Optimaal Staatsobligaties 10+ Fonds,21.64
2026-03-12,Euro Obligatiefonds,24.46
2026-03-12,Zwitserleven MaatschappijGarantie (3%),46.42
2026-03-12,ASN Duurzaam Aandelenfonds,194.88
2026-03-12,PP Euro Obligatiefonds,25.54
2026-03-12,Wereld Beheer Mixfonds,38.59
2026-03-12,Zwitserleven Index Aandelenfonds Noord-Amerika,49.26
2026-03-12,Euro Mixfonds,38.6
2026-03-12,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-03-12,Zwitserleven Government Bonds 10+ Fonds,8.15
2026-03-12,Zwitserleven Long Duration Fonds,26.58
2026-03-12,Zwitserleven Index Wereld Aandelenfonds,88.64
2026-03-12,Zwitserleven MaatschappijGarantie (2%),41.65
2026-03-12,Zwitserleven Index Aandelenfonds Pacific,38.04
2026-03-12,Zwitserleven Lifestyle Garantie,168.82
2026-03-12,Zwitserleven MaatschappijGarantie plus,53.51
2026-03-12,Zwitserleven Medium Duration Fonds,28.01
2026-03-12,Zwitserleven Amerika Aandelenfonds,98.92
2026-03-12,Zwitserleven Mixfonds,58.1
2026-03-12,ASN Duurzaam Obligatiefonds,25.42
2026-03-12,Zwitser­leven Vanguard US 500 Stock Index Fund,24.99
2026-03-12,Zwitserleven PW Wereldbeheerfonds 4%,138.95
2026-03-12,Zwitserleven Credits Fonds,11.41
2026-03-12,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.34
2026-03-12,Zwitserleven VP Wereld Aandelen,13.43
2026-03-12,Zwitserleven PPI iShares Government Bond index Fund,50.22
2026-03-12,Zwitserleven RZL Euro Mixfonds,43.75
2026-03-12,Zwitserleven PW Doorlopend Garantiefonds,13.31
2026-03-12,Zwitserleven PW Europees Beheer Fonds 3%,183.47
2026-03-12,Zwitserleven PW Europees Beheer Fonds 4%,185.35
2026-03-12,Zwitserleven PW Wereldbeheerfonds 3%,137.72
2026-03-12,Zwitserleven PW Garandement,15.78
2026-03-12,Zwitserleven VP Selectie,10.3
2026-03-12,Zwitserleven PW Garantiefonds,13.2
2026-03-12,Zwitserleven VP Obligatie,8.79
2026-03-12,Zwitserleven PW Vastrentendfonds Nederland 4%,19.84
2026-03-12,Zwitserleven PW Vastrentendfonds Nederland 3%,19.84
2026-03-12,Zwitserleven Wereld Aandelenfonds,86.15
2026-03-12,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.97
2026-03-12,Zwitserleven RZL Amerika Aandelenfonds,90.2
2026-03-12,Zwitserleven Vanguard Small Cap Fund,26.95
2026-03-12,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,49.97
2026-03-12,Zwitser­leven Geldmarkt­fonds,25.24
2026-03-12,Zwitserleven PW Garantie Plusfonds,17.97
2026-03-12,Euro Aandelen­fonds,58.98
2026-03-12,Zwitserleven RendementsGarantie 2%,26.28
2026-03-12,PP Euro Mixfonds,41.6
2026-03-12,Zwitserleven PW Collectief Garantiefonds,19.89
2026-03-12,Zwitserleven RZL Azië Aandelenfonds,48.54
2026-03-12,Zwitserleven VP Credits Hypothekenmix,9.98
2026-03-12,Zwitserleven RZL Europa Aandelenfonds,56.3
2026-03-12,Zwitserleven RZL Wereld Aandelenfonds,61.01
2026-03-12,Zwitserleven RZL Vastgoedfonds,46.01
2026-03-12,Zwitserleven Selectie Fonds,40.37
2026-03-12,Zwitserleven Ultra Long Duration Fonds,23.13
2026-03-12,Zwitserleven PPI Vanguard Small Cap Fund,54.05
2026-03-12,Zwitserleven RZL Euro Obligatiefonds,26.46
2026-03-12,Zwitserleven PW Safetyfonds,110.03
2026-03-12,Zwitserleven PW Verzekerd Rendementfonds,14.82
2026-03-12,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.73
2026-03-12,Zwitserleven Vastgoedfonds,25.11
2026-03-12,Zwitserleven RendementsGarantie 1%,23.14
2026-03-12,Zwitser­leven PPI Geldmarkt­fonds,50.47
2026-03-12,Zwitserleven PW Vastrentendfonds,19.38
2026-03-13,Etappe Staatsobligaties 10+ Fonds,21.39
2026-03-13,Zwitserleven PW Vastrentendfonds Nederland 3%,19.81
2026-03-13,Zwitserleven Index Aandelenfonds Noord-Amerika,48.6
2026-03-13,ASN Duurzaam Obligatiefonds,25.38
2026-03-13,Optimaal Euro Obligatiefonds,24.62
2026-03-13,Etappe Euro Aandelen­fonds,59.72
2026-03-13,Etappe Euro Obligatie­fonds,25.62
2026-03-13,Zwitserleven Index Aandelenfonds Pacific,37.88
2026-03-13,PP Euro Aandelenfonds,62.79
2026-03-13,Wereld Beheer Mixfonds,38.37
2026-03-13,Zwitserleven Index Aandelenfonds Opkomende Landen,33.91
2026-03-13,Euro Aandelen­fonds,58.63
2026-03-13,PP Optimaal Euro Mixfonds,40.58
2026-03-13,Optimaal Vastgoedfonds,34.59
2026-03-13,PP Euro Obligatiefonds,25.5
2026-03-13,Optimaal Wereld Aandelenfonds,71.47
2026-03-13,Optimaalfonds Oranje,37.24
2026-03-13,Zwitserleven Europees Aandelenfonds,36.88
2026-03-13,Zwitserleven RZL Euro Mixfonds,43.58
2026-03-13,Zwitserleven MaatschappijGarantie (3%),46.42
2026-03-13,Zwitserleven Lifestyle Garantie,168.83
2026-03-13,Zwitserleven Credits Hypotheken Mixfonds,11.36
2026-03-13,Zwitserleven Amerika Aandelenfonds,97.57
2026-03-13,Zwitserleven Obligatiefonds,17.39
2026-03-13,Zwitserleven MaatschappijGarantie (2%),41.65
2026-03-13,Zwitserleven MaatschappijGarantie plus,53.52
2026-03-13,PP Euro Mixfonds,41.44
2026-03-13,Zwitserleven Mixfonds,57.88
2026-03-13,PP Wereld Aandelenfonds,75.33
2026-03-13,Zwitserleven Medium Duration Fonds,27.96
2026-03-13,Zwitserleven Index Wereld Aandelenfonds,87.81
2026-03-13,ASN Duurzaam Aandelenfonds,192.43
2026-03-13,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-03-13,Zwitserleven Duurzaam Wereld Aandelenfonds,36.48
2026-03-13,Zwitserleven Long Duration Fonds,26.45
2026-03-13,Zwitserleven Government Bonds 10+ Fonds,8.11
2026-03-13,Zwitserleven Index Aandelenfonds Europa,42.44
2026-03-13,Zwitserleven Credits Fonds,11.39
2026-03-13,Euro Obligatiefonds,24.42
2026-03-13,Zwitserleven PPI Vanguard Small Cap Fund,53.21
2026-03-13,Euro Mixfonds,38.45
2026-03-13,Zwitserleven RZL Amerika Aandelenfonds,89.03
2026-03-13,Zwitserleven PW Wereldbeheerfonds 3%,136.94
2026-03-13,Zwitserleven PW Doorlopend Garantiefonds,13.29
2026-03-13,Zwitserleven PW Europees Beheer Fonds 3%,182.76
2026-03-13,Zwitserleven PW Europees Beheer Fonds 4%,184.64
2026-03-13,Zwitserleven PW Garantiefonds,13.17
2026-03-13,Zwitserleven PW Safetyfonds,109.68
2026-03-13,Zwitserleven PW Garandement,15.75
2026-03-13,Zwitser­leven Vanguard US 500 Stock Index Fund,24.59
2026-03-13,Zwitserleven PW Verzekerd Rendementfonds,14.78
2026-03-13,Zwitserleven Ultra Long Duration Fonds,22.96
2026-03-13,Zwitserleven PW Wereldbeheerfonds 4%,138.16
2026-03-13,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.41
2026-03-13,Zwitserleven PW Vastrentendfonds Nederland 4%,19.81
2026-03-13,Zwitserleven RZL Europa Aandelenfonds,55.97
2026-03-13,Zwitserleven RZL Azië Aandelenfonds,48.0
2026-03-13,Zwitserleven RZL Wereld Aandelenfonds,60.35
2026-03-13,ASN Milieu & Waterfonds,51.05
2026-03-13,Zwitserleven PW Collectief Garantiefonds,19.84
2026-03-13,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.86
2026-03-13,Zwitserleven PW Garantie Plusfonds,17.92
2026-03-13,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,49.19
2026-03-13,Zwitserleven VP Wereld Aandelen,13.28
2026-03-13,Zwitserleven PW Vastrentendfonds,19.34
2026-03-13,Zwitserleven VP Selectie,10.25
2026-03-13,Zwitserleven RendementsGarantie 2%,26.28
2026-03-13,Zwitserleven Vanguard Small Cap Fund,26.53
2026-03-13,Zwitserleven Wereld Aandelenfonds,85.07
2026-03-13,Zwitserleven VP Credits Hypothekenmix,9.97
2026-03-13,Zwitserleven VP Obligatie,8.78
2026-03-13,Zwitser­leven PPI Geldmarkt­fonds,50.47
2026-03-13,Zwitserleven RZL Vastgoedfonds,45.73
2026-03-13,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.96
2026-03-13,Zwitserleven RZL Euro Obligatiefonds,26.42
2026-03-13,Zwitserleven Selectie Fonds,40.15
2026-03-13,Zwitserleven PPI iShares Government Bond index Fund,49.87
2026-03-13,Zwitser­leven Geldmarkt­fonds,25.24
2026-03-13,Optimaal Staatsobligaties 10+ Fonds,21.56
2026-03-13,Zwitserleven Vastgoedfonds,25.05
2026-03-13,Zwitserleven RendementsGarantie 1%,23.14
2026-03-16,Zwitserleven Government Bonds 10+ Fonds,8.08
2026-03-16,Zwitserleven Credits Fonds,11.37
2026-03-16,Zwitserleven Credits Hypotheken Mixfonds,11.34
2026-03-16,Zwitserleven Duurzaam Wereld Aandelenfonds,36.52
2026-03-16,Zwitserleven Europees Aandelenfonds,36.82
2026-03-16,Zwitser­leven Geldmarkt­fonds,25.24
2026-03-16,Zwitserleven Index Aandelenfonds Europa,42.33
2026-03-16,Zwitserleven MaatschappijGarantie (3%),46.43
2026-03-16,Zwitserleven Index Aandelenfonds Opkomende Landen,33.64
2026-03-16,Zwitserleven Index Aandelenfonds Pacific,37.93
2026-03-16,Zwitserleven Index Wereld Aandelenfonds,87.52
2026-03-16,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-03-16,Zwitserleven Lifestyle Garantie,168.84
2026-03-16,Zwitserleven Long Duration Fonds,26.31
2026-03-16,Zwitserleven MaatschappijGarantie (2%),41.65
2026-03-16,Zwitserleven Index Aandelenfonds Noord-Amerika,48.65
2026-03-16,Zwitserleven Amerika Aandelenfonds,97.47
2026-03-16,Optimaal Vastgoedfonds,34.66
2026-03-16,PP Wereld Aandelenfonds,75.17
2026-03-16,Zwitserleven MaatschappijGarantie plus,53.52
2026-03-16,ASN Duurzaam Obligatiefonds,25.35
2026-03-16,ASN Milieu & Waterfonds,50.7
2026-03-16,Etappe Euro Aandelen­fonds,59.47
2026-03-16,Etappe Euro Obligatie­fonds,25.59
2026-03-16,Etappe Staatsobligaties 10+ Fonds,21.3
2026-03-16,Euro Aandelen­fonds,58.39
2026-03-16,Euro Mixfonds,38.35
2026-03-16,Euro Obligatiefonds,24.38
2026-03-16,Optimaal Euro Obligatiefonds,24.58
2026-03-16,Optimaal Staatsobligaties 10+ Fonds,21.47
2026-03-16,Optimaal Wereld Aandelenfonds,71.33
2026-03-16,Optimaalfonds Oranje,37.18
2026-03-16,PP Euro Aandelenfonds,62.53
2026-03-16,PP Euro Mixfonds,41.33
2026-03-16,PP Euro Obligatiefonds,25.46
2026-03-16,PP Optimaal Euro Mixfonds,40.47
2026-03-16,Wereld Beheer Mixfonds,38.31
2026-03-16,Zwitserleven Medium Duration Fonds,27.91
2026-03-16,Zwitserleven PW Wereldbeheerfonds 3%,136.72
2026-03-16,Zwitserleven Obligatiefonds,17.37
2026-03-16,Zwitserleven RZL Azië Aandelenfonds,47.78
2026-03-16,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.95
2026-03-16,Zwitserleven RZL Euro Mixfonds,43.46
2026-03-16,Zwitserleven RZL Euro Obligatiefonds,26.38
2026-03-16,Zwitserleven RZL Europa Aandelenfonds,55.74
2026-03-16,Zwitserleven RZL Vastgoedfonds,45.82
2026-03-16,Zwitserleven RZL Wereld Aandelenfonds,60.23
2026-03-16,Zwitserleven RZL Amerika Aandelenfonds,88.86
2026-03-16,Zwitserleven Selectie Fonds,40.22
2026-03-16,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.34
2026-03-16,Zwitserleven Vanguard Small Cap Fund,26.54
2026-03-16,Zwitser­leven Vanguard US 500 Stock Index Fund,24.44
2026-03-16,Zwitserleven Vastgoedfonds,25.17
2026-03-16,Zwitserleven VP Credits Hypothekenmix,9.95
2026-03-16,Zwitserleven VP Obligatie,8.76
2026-03-16,Zwitserleven VP Selectie,10.24
2026-03-16,Zwitserleven Ultra Long Duration Fonds,22.8
2026-03-16,Zwitserleven RendementsGarantie 2%,26.28
2026-03-16,Zwitserleven RendementsGarantie 1%,23.14
2026-03-16,Zwitserleven PW Wereldbeheerfonds 4%,137.95
2026-03-16,Zwitser­leven PPI Geldmarkt­fonds,50.47
2026-03-16,Zwitserleven PPI iShares Government Bond index Fund,49.74
